,Title,Year,Decade,House,Category,Flesch_Kincaid_score,flesch_score,dale_chall_score,spache_score,ari_score,coleman_liau_score,smog_score,linsear_write_score,Flesch_Kincaid_gl,flesch_gl,dale_chall_gl,spache_gl,ari_gl,coleman_liau_gl,smog_gl,linsear_write_gl,Movie_len,Avg_WordLen_Movie,Avg_PhrLen_Movie,Avg_WordLen_Phrase,Num_Adjectives,Num_Adverbs,Short_Phrases%
75,Castle In The Sky,1986,1980,StudioGhibli,Animation,0.2710584656543488,0.6219349947435635,0.10580265421537582,0.1203571777649114,0.4171978512794415,0.7429141633423063,0.3038404815678236,0.12953150809568842,1,5,10,4,0,1,6,2,0.4388157894736842,0.12317327766179531,0.3097251585623678,0.2088888888888889,0.44755244755244755,0.4715909090909091,0.08377551562630473
76,The Cat Returns,2002,2000,StudioGhibli,Animation,0.2660017877244251,0.6274689829835478,0.07849586059423652,0.1024911210169469,0.4120706753015658,0.7365052058565066,0.3170642424553175,0.1271581057892346,1,5,8,4,0,1,6,2,0.19035087719298247,0.1148225469728601,0.3255813953488371,0.1837037037037037,0.24275724275724275,0.2571022727272727,0.017695595983696192
77,Spirited Away,2001,2000,StudioGhibli,Animation,0.2354412133342084,0.6949987410907492,0.06087815546047126,0.09337971239610864,0.41067410093628826,0.7423568766781843,0.2711031735387498,0.13322109822926875,1,5,8,4,0,1,6,2,0.2655701754385965,0.09603340292275575,0.3361522198731501,0.1777777777777778,0.3046953046953047,0.3678977272727273,0.0347473860156412
78,Ponyo,2008,2000,StudioGhibli,Animation,0.22542913055472066,0.6986033345493374,0.0939721342259504,0.09120708796069732,0.38329706749725995,0.7122060134568808,0.21319383114825308,0.11545816990278368,1,5,10,4,0,0,5,1,0.2407894736842105,0.10229645093945716,0.3192389006342494,0.1703703703703704,0.2937062937062937,0.3132102272727273,0.21404521404521407
79,Howls Moving Castle,2004,2000,StudioGhibli,Animation,0.2838183801003553,0.6143280440066294,0.054967277668373386,0.10664567009155046,0.4536222844548087,0.7787226349408892,0.3244589157262763,0.1459715361296755,1,5,8,4,0,2,6,2,0.2532894736842105,0.12317327766179531,0.36892177589852004,0.19851851851851843,0.36563436563436563,0.36860795454545453,0.004538790080958755
80,Tales From Earthsea,2006,2000,StudioGhibli,Animation,0.2650901673912145,0.6396093245841832,0.0639115494125998,0.09304238220111673,0.4380683867263134,0.7623463645927502,0.29581918221129744,0.13487256699799618,1,5,8,4,0,1,6,2,0.2337719298245614,0.13361169102296455,0.3604651162790697,0.19259259259259254,0.23676323676323677,0.30894886363636365,0.06843521722414456
81,The Wind Rises,2013,2010,StudioGhibli,Animation,0.3500456762510589,0.4778073892065575,0.07968480940460597,0.09015968012651908,0.4870498065953174,0.7959921456350687,0.4038040990567727,0.14133101199993972,2,6,8,4,0,2,7,2,0.26535087719298245,0.16910229645093933,0.34143763213530653,0.22074074074074068,0.38961038961038963,0.3146306818181818,0.017387057387057387
82,The Tale of The Princess Kaguya,2013,2010,StudioGhibli,Animation,0.38673064796827616,0.4809914976506602,0.06292189372808032,0.08373279656023946,0.5200819925873719,0.8413244913956522,0.4482551488913907,0.21123088411915186,3,6,8,4,2,4,7,3,0.35219298245614034,0.16910229645093933,0.42811839323467227,0.18222222222222229,0.5614385614385614,0.4794034090909091,0.3698337825696316
83,From Up on Poppy Hill,2011,2010,StudioGhibli,Animation,0.5157472781354693,0.3788736054603212,0.10844832890622423,0.2327749174399477,0.6237095402945465,0.8967687410449849,0.6211824455649599,0.35974913689373594,4,6,10,5,3,5,8,5,0.1600877192982456,0.16492693110647183,0.42283298097251576,0.2222222222222222,0.23076923076923078,0.24786931818181818,0.04823848238482385
84,When Marnie Was There,2014,2010,StudioGhibli,Animation,0.2857300979647873,0.6144190647566208,0.09686783960234502,0.09678840370229536,0.4165061499948625,0.7529917429828927,0.314685949384249,0.14842862550386332,1,5,10,4,0,1,6,2,0.22280701754385965,0.11273486430062629,0.3668076109936575,0.18666666666666665,0.3156843156843157,0.3380681818181818,0.015327650047360718
85,Porco Rosso,1992,1990,StudioGhibli,Animation,0.2724025265842289,0.6269234484494328,0.060934287293801015,0.10745547051278692,0.4361046895183419,0.7614013563160263,0.297753378553022,0.13584082345765336,1,5,8,4,0,1,6,2,0.22719298245614036,0.12108559498956162,0.3720930232558139,0.16592592592592592,0.2857142857142857,0.28267045454545453,0.025092334150948713
86,Only Yesterday,1991,1990,StudioGhibli,Animation,0.3187014776590351,0.577211918594744,0.08246753446089461,0.10326418665320668,0.4676252483581241,0.7984676341851658,0.3734757582607521,0.17577769002552895,2,5,8,4,0,2,6,2,0.28728070175438597,0.13569937369519824,0.40803382663847776,0.17481481481481487,0.42657342657342656,0.46732954545454547,0.048435374149659864
87,My Neighbors the Yamadas,1999,1990,StudioGhibli,Animation,0.3280237699251161,0.5457496737322591,0.10277724990310956,0.15592919712638065,0.4673443477555869,0.7942406969916678,0.4107574841060667,0.16674434069336938,2,5,10,4,0,2,7,2,0.225,0.13778705636743216,0.36892177589852004,0.20444444444444443,0.2937062937062937,0.28764204545454547,0.04050748136769642
88,Whisper of the Heart,1995,1990,StudioGhibli,Animation,0.2514133102750069,0.6664021865596226,0.06263912492559642,0.06100572533177395,0.40446404125539664,0.7383681708081591,0.3150857190346441,0.1377904724494986,1,5,8,4,0,1,6,2,0.26995614035087717,0.10020876826722336,0.34778012684989423,0.17629629629629628,0.3016983016983017,0.36434659090909094,0.03422130901313339
89,Pom Poko,1994,1990,StudioGhibli,Animation,0.5430083833077928,0.2590620606562879,0.12565996780074995,0.1693702469712809,0.6489425591139929,0.9316236029811708,0.6354313683426394,0.2988880019362472,4,7,10,4,4,6,8,4,0.27214912280701753,0.2296450939457202,0.6723044397463002,0.19851851851851843,0.5274725274725275,0.45028409090909094,0.025473149440091585
90,Princess Mononoke,1997,1990,StudioGhibli,Animation,0.29800843006387745,0.6187580142853428,0.016959387202477028,0.06206419866613878,0.4626837631759834,0.7955171879482995,0.34483882284942946,0.17587112312133954,1,5,8,4,0,2,6,2,0.312280701754386,0.12108559498956162,0.459830866807611,0.16740740740740734,0.3786213786213786,0.4943181818181818,0.03732360403430417
91,The Ocean Waves,1993,1990,StudioGhibli,Animation,0.3472809158048895,0.5255237369660866,0.1759845808604371,0.17443244086730106,0.4743577490935392,0.8037382041528429,0.4262985216406878,0.18258865800157448,2,5,12,4,0,3,7,2,0.20986842105263157,0.13778705636743216,0.39852008456659616,0.15703703703703709,0.2727272727272727,0.2840909090909091,0.11333970073225087
92,The SpongeBob Movie Sponge Out of Water,2015,2010,Paramount,Animation,0.3385923472717676,0.5288366314893538,0.1271365628428338,0.1479215922340743,0.4757539538259137,0.8013285793801104,0.38070790886302097,0.1660640187186474,2,5,10,4,0,2,6,2,0.2885964912280702,0.1524008350730689,0.39217758985200846,0.2148148148148148,0.34865134865134867,0.3465909090909091,0.06430490641016957
93,Monster Trucks,2016,2010,Paramount,Animation,0.2441778718426224,0.6929360413960786,0.05419706111519629,0.06576110882659593,0.42021868454125183,0.7563176752244725,0.3214397526132684,0.15029009235335095,1,5,8,4,0,1,6,2,0.23311403508771927,0.11064718162839238,0.3816067653276955,0.16296296296296298,0.2217782217782218,0.3359375,0.06371233084155895
94,Sherlock Gnomes,2018,2010,Paramount,Animation,0.3079006701790298,0.5920361199239759,0.13749820741257854,0.14506203936943618,0.4485133429115463,0.7830736991522076,0.3533289277266433,0.16905273322603234,2,5,10,4,0,2,6,2,0.34232456140350875,0.14613778705636749,0.3699788583509513,0.1955555555555556,0.4245754245754246,0.4247159090909091,0.08214357820657034
95,Wonder Park,2019,2010,Paramount,Animation,0.30763651635286665,0.579671557497194,0.07488736538994299,0.07566437113049773,0.4607939942462047,0.7880132662705124,0.3666020561248201,0.15862226753667658,2,5,8,4,0,2,6,2,0.2918859649122807,0.14613778705636749,0.3879492600422833,0.19407407407407407,0.35664335664335667,0.3622159090909091,0.03976631703584554
96,The Fox And The Hound,1981,1980,Disney,Animation,0.25118200954686576,0.7333161472402465,0.3177882959850826,0.2162848311763572,0.2762688740632128,0.6616355599449699,0.27470202919555153,0.19504695119110665,1,5,13,5,0,-2,6,2,0.18530701754385964,0.1565762004175365,0.31501057082452427,0.17925925925925923,0.2917082917082917,0.21875,0.06647992530345471
97,The Little Mermaid,1989,1980,Disney,Animation,0.3438682785524872,0.6321887737712384,0.3333138988534047,0.40736556448721306,0.3729072825833376,0.7275326586916353,0.39085670088686,0.27021717303081777,2,5,13,6,0,0,7,4,0.2853070175438597,0.1148225469728601,0.3657505285412262,0.14222222222222214,0.4745254745254745,0.34232954545454547,0.26405577807446967
98,Oliver and Company,1988,1980,Disney,Animation,0.2757144208544037,0.6276888135038541,0.12965841951974474,0.15244726914146212,0.4201995132909233,0.7532859205399528,0.3153315959899852,0.14363639339044973,1,5,10,4,0,1,6,2,0.29342105263157897,0.1148225469728601,0.33720930232558133,0.16000000000000003,0.34465534465534464,0.3125,0.1305855675603575
99,The Great Mouse Detective,1986,1980,Disney,Animation,0.37260184020558185,0.4703278545961092,0.16512662907168862,0.18206886109904108,0.4840386038173429,0.8088165520525977,0.4393665636552828,0.17659019191051584,2,6,10,4,0,3,7,2,0.19539473684210526,0.1565762004175365,0.34672304439746293,0.23555555555555552,0.3006993006993007,0.2713068181818182,0.08064333446596443
100,The Black Cauldrion,1985,1980,Disney,Animation,0.24220957660541584,0.6753102243970792,0.061662322770921214,0.06433455324323277,0.4108828335212649,0.7381470067464777,0.23945067569746906,0.12438821669892675,1,5,8,4,0,1,5,1,0.225,0.1169102296450939,0.3192389006342494,0.1955555555555556,0.25674325674325676,0.27201704545454547,0.11139557376116516
101,The Sword in the Stone,1963,1960,Disney,Animation,0.30380405117212017,0.6054445104189266,0.08709102902655386,0.11617734075306264,0.4510827847412432,0.786406544435785,0.388477812957309,0.17782905704153806,2,5,8,4,0,2,6,2,0.29473684210526313,0.12317327766179531,0.38372093023255816,0.17925925925925923,0.40559440559440557,0.3522727272727273,0.04728697615726904
102,One Hundred and One Dalmatians,1961,1960,Disney,Animation,0.2917517926347555,0.5939587511934215,0.12237072456155307,0.16777470173599152,0.4525901853751162,0.7751594816808831,0.3009159480665593,0.1387924048947986,1,5,10,4,0,2,6,2,0.28399122807017546,0.13152400835073064,0.3181818181818182,0.2592592592592592,0.4015984015984016,0.30965909090909094,0.008159990831470976
103,The Jungle Book,1967,1960,Disney,Animation,0.2883650503265554,0.6483706245318039,0.09498377300822257,0.13805700084807726,0.4433558433419148,0.7832943066911531,0.3286862850392007,0.1850650330621964,1,5,10,4,0,2,6,2,0.29210526315789476,0.11064718162839238,0.339323467230444,0.16000000000000003,0.3516483516483516,0.33948863636363635,0.2821422990199362
104,Alice in Wonderland,1951,1950,Disney,Animation,0.3053555045358516,0.6390823760056912,0.16550010550002825,0.19852833521768265,0.4011005491291221,0.7539124021954055,0.33723678279091984,0.2061169410564298,2,5,10,5,0,1,6,3,0.2918859649122807,0.12734864300626303,0.3604651162790697,0.15703703703703709,0.42157842157842157,0.3615056818181818,0.1630418998469667
105,Lady and the Tramp,1955,1950,Disney,Animation,0.2959117854339163,0.6067802057875298,0.10786070736816833,0.15450994991024025,0.4420525655375711,0.7760736445424724,0.3350827161942682,0.16050713562290214,1,5,10,4,0,2,6,2,0.2548245614035088,0.12526096033402923,0.3181818181818182,0.16148148148148145,0.3276723276723277,0.2947443181818182,0.35655966326892846
106,Sleeping Beauty,1959,1950,Disney,Animation,0.31743724249916483,0.5969222243296746,0.07404555848958573,0.13940486028721788,0.4792451623805888,0.8100784520610331,0.3603732122362998,0.1903139149558884,2,5,8,4,0,3,6,2,0.20043859649122805,0.1565762004175365,0.3255813953488371,0.1955555555555556,0.2777222777222777,0.2421875,0.3320685511920572
107,Cinderella,1950,1950,Disney,Animation,0.3458301008092223,0.5123305315799107,0.08850491764345436,0.10185233493803003,0.4703618349269045,0.7963388979566903,0.42358546169662414,0.16780988747265274,2,6,8,4,0,2,7,2,0.24166666666666664,0.14822546972860118,0.34038054968287523,0.20444444444444443,0.27972027972027974,0.28764204545454547,0.09955257270693511
108,Peter Pan,1953,1950,Disney,Animation,0.26260248640812806,0.6542917958115937,0.14322913984909302,0.1648766047204907,0.4117285416788362,0.7481113303837922,0.2367703696313699,0.13954015555225602,1,5,10,4,0,1,5,2,0.32609649122807016,0.1148225469728601,0.339323467230444,0.18666666666666665,0.34765234765234765,0.30042613636363635,0.07166510654145403
109,Treasure Planet,2002,2000,Disney,Animation,0.7221405787372701,0.2076639110915224,0.12368737239139882,0.31474447223002805,0.792811073265342,0.9415280434181024,0.801658640531624,0.5841811671791072,6,7,10,5,6,7,9,8,0.34714912280701754,0.1920668058455114,0.9999999999999999,0.10222222222222221,1.0,0.8835227272727273,0.04053169384908775
110,Dinosaur,2000,2000,Disney,Animation,0.2298511722568759,0.7031762274951796,0.046863632252769016,0.06508112582982084,0.4018338412050081,0.7345624047934232,0.2621712865090796,0.13053581337097936,1,5,8,4,0,0,6,2,0.14342105263157895,0.09394572025052195,0.3446088794926004,0.15407407407407403,0.17282717282717283,0.19460227272727273,0.2126642771804062
111,Chicken Little,2005,2000,Disney,Animation,0.2825032414973925,0.6303422414736191,0.0864187915994159,0.09611300094494812,0.4367632274996194,0.7717324417063802,0.3026132576359907,0.15644884443804788,1,5,8,4,0,2,6,2,0.3017543859649123,0.1189979123173277,0.3298097251585623,0.18074074074074076,0.37462537462537465,0.3544034090909091,0.07323675263647979
112,Ratatouille,2007,2000,Disney,Animation,0.3234639670942837,0.5654715444388541,0.09573138419258832,0.09468876791287384,0.4494210852639681,0.7843474562609337,0.4096436292408503,0.17688469854528993,2,5,10,4,0,2,7,2,0.3787280701754386,0.13778705636743216,0.40909090909090906,0.1703703703703704,0.5274725274725275,0.46022727272727276,0.062199159612478266
113,Recess Schools Out,2001,2000,Disney,Animation,0.388752690381488,0.4865931166929514,0.1387087917620622,0.19421412001643207,0.521214386789964,0.8425051883038172,0.4627170073712635,0.22145818354117228,3,6,10,5,2,4,7,3,0.3576754385964912,0.1607515657620041,0.43128964059196606,0.22370370370370363,0.5174825174825175,0.42684659090909094,0.055818414911965174
114,Cars,2006,2000,Disney,Animation,0.2678667191665832,0.6535940241078322,0.12320927353694976,0.14905326063296984,0.4280573247917574,0.7639209048114739,0.3109431354611081,0.15359061728922546,1,5,10,4,0,1,6,2,0.4611842105263158,0.1148225469728601,0.38689217758985195,0.16888888888888898,0.5724275724275725,0.5134943181818182,0.08760920388827367
115,The Jungle Book 2,2003,2000,Disney,Animation,0.26942643746121475,0.6470599143833917,0.11959901513581085,0.1307461588150144,0.4231258927068727,0.7588668471200627,0.2701429316929146,0.14694472380474338,1,5,10,4,0,1,6,2,0.2543859649122807,0.11064718162839238,0.33509513742071884,0.20740740740740737,0.2547452547452547,0.30326704545454547,0.08589206349206349
116,Lilo And Stitch,2002,2000,Disney,Animation,0.3188589841647572,0.5506309625292207,0.10353489902083213,0.0975399067975654,0.4381645954861814,0.7679437438812986,0.3676838463746174,0.151245705819184,2,5,10,4,0,1,6,2,0.22807017543859648,0.13778705636743216,0.343551797040169,0.21333333333333337,0.28471528471528473,0.2919034090909091,0.09501334457086669
117,Monsters Inc,2001,2000,Disney,Animation,0.2573527086536995,0.6723247381756225,0.16242082040063988,0.1812628841559003,0.391510257858105,0.7366842507144202,0.3110371522644524,0.15288420837488428,1,5,10,4,0,1,6,2,0.425,0.1169102296450939,0.30443974630021137,0.25037037037037035,0.45054945054945056,0.4353693181818182,0.14210575749037288
118,Meet the Robinsons,2007,2000,Disney,Animation,0.33287177752900804,0.5689712824842479,0.103570365926125,0.12663500005158346,0.4642097066233176,0.7990794967775988,0.3912332726026501,0.19404264636075336,2,5,10,4,0,2,7,2,0.35504385964912283,0.12526096033402923,0.41754756871035936,0.1777777777777778,0.44455544455544455,0.5078125,0.04298438704524134
119,The Emperors New Groove,2000,2000,Disney,Animation,0.2459115278985448,0.6913340266475725,0.09908911671790877,0.09815994179312293,0.4024142423031066,0.7438528474815718,0.2676106780206212,0.14732316992380615,1,5,10,4,0,1,6,2,0.3684210526315789,0.10020876826722336,0.3446088794926004,0.17481481481481487,0.4195804195804196,0.43110795454545453,0.09258362478701461
120,Finding Nemo,2003,2000,Disney,Animation,0.21124435745037734,0.7158906121381308,0.10432292729538427,0.10530950515038072,0.3699862683411052,0.6947504421726336,0.2215122230971155,0.10776465102841112,0,5,10,4,0,-1,5,1,0.48508771929824557,0.09812108559498955,0.29175475687103586,0.18814814814814818,0.44955044955044954,0.4708806818181818,0.09082509343152262
121,WALL-E,2008,2000,Disney,Animation,0.3296021596537071,0.5081355385186095,0.13181070359949876,0.1962679433006316,0.4600275188472773,0.7709321293031486,0.34112608562775826,0.12815182979786316,2,6,10,5,0,2,6,2,0.17719298245614035,0.13987473903966596,0.3033826638477801,0.2281481481481481,0.16283716283716285,0.12073863636363637,0.16360872485594088
122,Brother Bear,2003,2000,Disney,Animation,0.2644048631800744,0.6719247413576461,0.06861908949478235,0.08166794938021005,0.41167085438659706,0.7556853988713923,0.2679916168387137,0.16094559296324354,1,5,8,4,0,1,6,2,0.2642543859649123,0.10020876826722336,0.3752642706131078,0.15555555555555545,0.27672327672327673,0.3231534090909091,0.07854384997242139
123,Return to Never Land,2002,2000,Disney,Animation,0.2037957890796805,0.7594511808573627,0.12044400159413328,0.11325443221922515,0.3796281789348544,0.7225279728998961,0.2043956636781584,0.13375770923897745,0,9,10,4,0,0,5,2,0.28421052631578947,0.06889352818371608,0.25792811839323465,0.1318518518518519,0.31368631368631367,0.24431818181818182,0.6360200645914932
124,The Wild,2006,2000,Disney,Animation,0.23807797852276635,0.6851613469329396,0.11516509902409268,0.12232275640984568,0.4129907050235371,0.7411064507926385,0.26057545107093794,0.12791380691183651,1,5,10,4,0,1,6,2,0.3524122807017544,0.10855949895615868,0.3329809725158562,0.19111111111111112,0.4085914085914086,0.42684659090909094,0.07658706774793987
125,Atlantis-The Lost Empire,2001,2000,Disney,Animation,0.3268757849394607,0.5818360057539369,0.14874849345384197,0.1912202981013992,0.4757154128604784,0.8077605259072399,0.3997559144753445,0.19651566455527186,2,5,10,5,0,3,7,2,0.37521929824561406,0.14196242171189977,0.35940803382663844,0.2340740740740741,0.40559440559440557,0.4161931818181818,0.07216449415227871
126,Home on the Range,2004,2000,Disney,Animation,0.3275010238508066,0.6425082498838957,0.2740521444217553,0.35617821588221665,0.41438836510782384,0.7611814829941435,0.35121694462737096,0.2480035534097423,2,5,13,5,0,1,6,3,0.4043859649122807,0.16492693110647183,0.3097251585623678,0.11259259259259258,0.5974025974025974,0.37215909090909094,0.8999195679650694
127,Valiant,2005,2000,Disney,Animation,0.3011333669162201,0.5855403685725693,0.08435129937236496,0.12533670284642706,0.4559978838491715,0.7819790351815559,0.3383869621808649,0.1502857709166296,2,5,8,4,0,2,6,2,0.22894736842105262,0.14196242171189977,0.3911205073995771,0.18518518518518512,0.33666333666333664,0.27698863636363635,0.024915315920606924
128,Bolt,2008,2000,Disney,Animation,0.28056410151884026,0.6421697848302172,0.09441070192718226,0.09970834726749077,0.4334310837850448,0.7717915165993189,0.3337162443198756,0.16667372250686205,1,5,10,4,0,2,6,2,0.3300438596491228,0.11273486430062629,0.3699788583509513,0.1703703703703704,0.41358641358641357,0.3849431818181818,0.038970990695128625
129,The Incredibles,2004,2000,Disney,Animation,0.3424998153987868,0.5046960249980672,0.11408360748359725,0.13328216630237633,0.461870954057365,0.7844670449664012,0.4014407098303624,0.15282103125732638,2,6,10,4,0,2,7,2,0.3842105263157895,0.14822546972860118,0.36257928118393234,0.21185185185185196,0.4825174825174825,0.48295454545454547,0.030677489960877585
130,Piglets Big Movie,2003,2000,Disney,Animation,0.322135559328794,0.6346099929371087,0.16494366069301902,0.19740012269072613,0.42108534937197295,0.7679360887457409,0.3556412499611812,0.23215167657324506,2,5,10,5,0,1,6,3,0.24122807017543857,0.12526096033402923,0.43446088794925997,0.14370370370370378,0.36363636363636365,0.28267045454545453,0.16619981325863675
131,The Princess And The Frog,2009,2000,Disney,Animation,0.3564988267080378,0.5677615586837956,0.10864605259766348,0.14103421156733598,0.48707479698916,0.8167941575749554,0.36792721605440737,0.23054985696091096,2,5,10,4,0,3,6,3,0.3385964912280702,0.12734864300626303,0.4661733615221987,0.1274074074074074,0.5514485514485514,0.49573863636363635,0.034582580482213285
132,The Tigger Movie,2000,2000,Disney,Animation,0.3882776674897025,0.5068667155442625,0.26603561152715605,0.2949925272577573,0.4649738980085905,0.8006188300765291,0.4497604467680521,0.2376039019286308,3,6,13,5,0,2,7,3,0.3706140350877193,0.14196242171189977,0.3107822410147991,0.11259259259259258,0.5084915084915085,0.39204545454545453,1.0
133,Up,2009,2000,Disney,Animation,0.25584084487903913,0.6617274448194173,0.0995421845989577,0.10327033778515693,0.4134724094989507,0.7469046407731528,0.3238209694382877,0.14178748173570155,1,5,10,4,0,1,6,2,0.262719298245614,0.12317327766179531,0.3488372093023256,0.19407407407407407,0.25874125874125875,0.30184659090909094,0.09213250517598343
134,A Christmas Carol,2009,2000,Disney,Animation,0.30239918885721473,0.6078497195930495,0.05611752056895425,0.08520543604731813,0.4515686051699019,0.7867185478169798,0.34148882713828005,0.17304502843613442,2,5,8,4,0,2,6,2,0.1787280701754386,0.13778705636743216,0.42706131078224097,0.17629629629629628,0.26573426573426573,0.23295454545454547,0.05619573796369375
135,Tangled,2010,2010,Disney,Animation,0.3208708146215425,0.6073621294646063,0.04914474713255868,0.0696244789241608,0.4774965264961782,0.8101332633557745,0.36576184113163424,0.20616140540064185,2,5,8,4,0,3,6,3,0.2535087719298246,0.13569937369519824,0.41649048625792806,0.16296296296296298,0.33766233766233766,0.37144886363636365,0.13151927437641728
136,Winnie the Pooh,2011,2010,Disney,Animation,0.3511919444619094,0.5802233957828404,0.20900829878013286,0.2401246336253329,0.4348296537998889,0.7781015249495173,0.38592105367482177,0.2347385797935773,2,5,12,5,0,2,6,3,0.26228070175438595,0.13778705636743216,0.38372093023255816,0.1644444444444445,0.3996003996003996,0.34232954545454547,0.272433286430176
137,Inside Out,2015,2010,Disney,Animation,0.5437573923152996,0.39168507673341946,0.09165756719385254,0.19279789797533387,0.6452403502895774,0.8916033745788806,0.655102687261077,0.4241518219751077,4,6,10,5,4,5,8,6,0.40921052631578947,0.1524008350730689,0.7135306553911204,0.1718518518518518,0.8291708291708292,0.9502840909090909,0.034667445710390495
138,Toy Story 4,2019,2010,Disney,Animation,0.21147808885872754,0.7233698952638471,0.133108962086804,0.13144378386817634,0.3562875810490699,0.6914154737811571,0.23581831488990945,0.11594993021775125,0,5,10,4,0,-1,5,1,0.4881578947368421,0.08559498956158662,0.2801268498942917,0.1955555555555556,0.4485514485514486,0.4928977272727273,0.08539627710612166
139,The Good Dinosaur,2015,2010,Disney,Animation,0.1868682166406419,0.7627044397707752,0.09754876247401713,0.08396854119215391,0.3771516946631227,0.7014598892954761,0.1857814669839077,0.10695909387080517,0,9,10,4,0,-1,5,1,0.12982456140350876,0.08977035490605423,0.3245243128964059,0.17925925925925923,0.1038961038961039,0.1455965909090909,0.09942745426616394
140,Zootopia,2016,2010,Disney,Animation,0.3358160807021865,0.5458030271922132,0.16032079018788692,0.19570016996337247,0.4424097636564959,0.7799617812048248,0.4187804464591459,0.1808465084599878,2,5,10,5,0,2,7,2,0.4467105263157895,0.14822546972860118,0.37420718816067644,0.18814814814814818,0.6073926073926074,0.4950284090909091,0.18331206483533705
141,Ralph Breaks The Internet,2018,2010,Disney,Animation,0.29829509927311704,0.6172435385740861,0.15909266337465078,0.1819081366750297,0.4425759024694591,0.7804848580964929,0.3354273007506735,0.17410571615959256,1,5,10,4,0,2,6,2,0.5425438596491228,0.12734864300626303,0.35835095137420714,0.20740740740740737,0.6763236763236763,0.6399147727272727,0.0881559071886685
142,Frankenweenie,2012,2010,Disney,Animation,0.2803816578442577,0.6157551288783907,0.10377237290734732,0.08863302844540423,0.4430874311463404,0.7685170407456434,0.3067166869075778,0.13991382225813406,1,5,10,4,0,1,6,2,0.1618421052631579,0.14405010438413357,0.33720930232558133,0.22666666666666668,0.1758241758241758,0.18963068181818182,0.10919408020857295
143,Arjun The Warrior Prince,2012,2010,Disney,Animation,0.4124208634339421,0.5012782205026354,0.15398680499045234,0.2257483216938513,0.5772361541570628,0.8787916537457138,0.5140525816104025,0.2812874908752221,3,6,10,5,3,5,7,4,0.1706140350877193,0.1586638830897703,0.39217758985200846,0.24888888888888894,0.16083916083916083,0.1903409090909091,0.1432228805500695
144,Moana,2016,2010,Disney,Animation,0.34709824731120864,0.603374113993854,0.08287678984946167,0.15463169343038108,0.4898434829950871,0.8171460364906423,0.3719622506297637,0.24750324319426614,2,5,8,4,0,3,6,3,0.2982456140350877,0.10855949895615868,0.3847780126849894,0.1585185185185185,0.3086913086913087,0.3210227272727273,0.05455938697318008
145,Wreck it Ralph,2012,2010,Disney,Animation,0.27259100404138503,0.6426905473283161,0.0978181256865811,0.12134985922045395,0.4175671714484665,0.7553704143072597,0.29466189599959697,0.15027276386068586,1,5,10,4,0,1,6,2,0.431359649122807,0.11273486430062629,0.3731501057082452,0.16888888888888898,0.46053946053946054,0.4943181818181818,0.11263127840667946
146,Finding Dory,2016,2010,Disney,Animation,0.24623748103138904,0.6533130379369987,0.11521642443487524,0.085128667150559,0.3726442045635589,0.6988493696172567,0.28887562750631524,0.11490240826197473,1,5,10,4,0,-1,6,1,0.6390350877192983,0.10855949895615868,0.26849894291754756,0.16296296296296298,0.5364635364635365,0.6086647727272727,0.26711474647559863
147,Frozen 2,2019,2010,Disney,Animation,0.3455386963249137,0.6415173771588325,0.2819597302895589,0.3547470076773369,0.38614978425089097,0.7349280095136851,0.38142022356021865,0.28057687037243784,2,5,13,5,0,0,6,4,0.30372807017543857,0.1148225469728601,0.40803382663847776,0.1392592592592593,0.4935064935064935,0.36860795454545453,0.24518697874630083
148,Toy Story 3,2010,2010,Disney,Animation,0.2509411830689755,0.6526924725366294,0.10415688138568813,0.1417561573509114,0.4103881220265885,0.7332730453564527,0.2759229259713393,0.12125935547720665,1,5,10,4,0,0,6,1,0.39320175438596494,0.11273486430062629,0.3255813953488371,0.19259259259259254,0.4025974025974026,0.4481534090909091,0.05101619334226875
149,Monsters University,2013,2010,Disney,Animation,0.3022366910582248,0.5840810820220166,0.0896555964044573,0.10658396872625586,0.4610607930254744,0.7859641002571436,0.35249267356431857,0.15214261534702184,2,5,8,4,0,2,6,2,0.3445175438596491,0.14613778705636749,0.37949260042283295,0.19851851851851843,0.4745254745254745,0.3991477272727273,0.023814301959997324
150,Incredibles 2,2018,2010,Disney,Animation,0.3652583369445725,0.4840209690298361,0.11161056497524212,0.1304357258575115,0.4889042745635624,0.8124210766129604,0.4250242422527363,0.17503282900877312,2,6,10,4,0,3,7,2,0.4793859649122807,0.1607515657620041,0.34989429175475684,0.23555555555555552,0.6233766233766234,0.5447443181818182,0.059586576282534096
151,Frozen,2013,2010,Disney,Animation,0.25169201295442745,0.7028432984477742,0.2143509520005702,0.22693468156895946,0.33078879394454463,0.6978818563627598,0.29460856223569204,0.1697371875304881,1,5,12,5,0,-1,6,2,0.42653508771929827,0.09603340292275575,0.2906976744186046,0.18518518518518512,0.4805194805194805,0.4538352272727273,0.2749034749034749
152,Cars 2,2011,2010,Disney,Animation,0.3621699298996493,0.4853027121981262,0.1361708956436557,0.15645213139816685,0.4949642095641092,0.8155618238841369,0.414055449509248,0.16977221577058205,2,6,10,4,0,3,7,2,0.4394736842105263,0.16701461377870552,0.42177589852008446,0.1955555555555556,0.6193806193806194,0.5838068181818182,0.03238277163778596
